Image Name,Gabor Features
AL522S01K-H11@17.1.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.999393439441, 0.08373453377430398, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99995147515529, 0.00985126056809171, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
AL522S01K-Q11@17.jpg,"[241.68720885093168, 29.231318810994203, 253.76028726708074, 10.495004956282033, 254.35641498447205, 7.553153815918111, 254.4580017468944, 6.884319807050097, 254.48141498447205, 6.725494978273932, 243.63671875, 26.556138528453353, 253.97554347826087, 9.292775219948146, 254.44560364906832, 6.835420448957324, 254.5254998059006, 6.2956778029874965, 254.5438907220497, 6.166166406626358, 245.7789450698758, 23.927320525304598, 254.1329338121118, 8.32057769569558, 254.50337247670808, 6.303681596486224, 254.56594526397515, 5.883799658989775, 254.58006599378882, 5.7870627824327885, 243.71797360248448, 26.37412503201333, 253.99616653726707, 8.802928034556576, 254.48466614906832, 6.331399872466222, 254.5620632763975, 5.806018564030938, 254.5796535326087, 5.6801397187640426, 241.84389557453417, 28.89194033677693, 253.79459433229815, 9.783651806619378, 254.40957395186336, 6.7978037928595665, 254.51210694875778, 6.149822070298126, 254.53573854813664, 5.99379644425662, 243.6819439052795, 26.824277572759062, 253.86759996118013, 9.756368974345499, 254.38157511645963, 7.308870881290819, 254.46860442546583, 6.791980704885684, 254.4884025621118, 6.6672238921462545, 245.68832492236024, 24.724463847128533, 253.96249029503105, 9.674531755259467, 254.3607822204969, 7.754555564107252, 254.42697010869566, 7.382898214448982, 254.44147903726707, 7.2945941378139825, 243.55893342391303, 27.14615075553492, 253.83603454968943, 10.31548860501998, 254.3350155279503, 7.871471693061325, 254.42570846273293, 7.3485988507152, 254.4466711956522, 7.220027973793007]"
AQ822S002-G11@8.jpg,"[249.20492041925465, 21.540215013403092, 254.37458753881987, 7.337442766893511, 254.67951766304347, 5.27295463498108, 254.7323126940994, 4.828481887084119, 254.7445652173913, 4.721799415243767, 249.91408676242236, 19.97938134408363, 254.41250970496895, 7.362469138457221, 254.65702639751552, 5.746335681665657, 254.70023777173913, 5.412523035624558, 254.710330939441, 5.331841938582357, 250.61628979037266, 18.71619923271861, 254.42745535714286, 7.3380335580041605, 254.63431677018633, 6.043792417410597, 254.6698126940994, 5.815918652021805, 254.67774650621118, 5.765039550970159, 249.67549010093168, 21.584636040644366, 254.27348602484471, 7.961706050579206, 254.60787072981367, 5.988614988474683, 254.6605201863354, 5.585250335773421, 254.6726028726708, 5.489685643617228, 248.8938033773292, 23.891596424097106, 254.08625291149067, 8.710069117405434, 254.58921292701862, 5.844695953570006, 254.6693759704969, 5.264545590495637, 254.68621409161491, 5.131412645720032, 249.6344623447205, 21.832269050570208, 254.25786102484471, 7.869167854539762, 254.62140916149067, 5.709472837266264, 254.68080357142858, 5.2754914160066555, 254.6937839673913, 5.174029429560411, 250.5473117236025, 19.029950536556605, 254.42595108695653, 7.010044373298927, 254.6628979037267, 5.511933657304546, 254.70060170807454, 5.234568197921653, 254.70906929347825, 5.167559355141418, 249.90537655279502, 20.09339664459206, 254.42519895186336, 6.978205083342367, 254.68781541149067, 5.274818686215558, 254.73075989906832, 4.9272592188106605, 254.7405376552795, 4.84336694459496]"
AQ822S002-Q11@8.jpg,"[249.5757958074534, 25.308938008472236, 253.40753590838509, 13.35694711315753, 253.9692352484472, 10.5089490090781, 254.0835597826087, 9.824194899227614, 254.1105395962733, 9.653058619040117, 250.13958171583852, 23.654119547431243, 253.6284210015528, 11.95729520700556, 254.09852969720498, 9.547233722458731, 254.19053280279502, 8.989135666058122, 254.2120293090062, 8.854615395220598, 250.72750873447205, 21.741015275522933, 253.77921195652175, 11.143514355424255, 254.15205260093168, 9.172269835071218, 254.22476708074535, 8.73781560400536, 254.24204192546583, 8.634881297567848, 249.94936432453417, 23.74425463940392, 253.63987286490683, 11.770807647648315, 254.11277173913044, 9.32909027676313, 254.20797748447205, 8.763403688142889, 254.23008055124222, 8.624872211522636, 249.1871360636646, 25.85913600780939, 253.4356075310559, 12.898967905219438, 254.01858501552795, 9.981718250885216, 254.14113451086956, 9.300109807097185, 254.17032220496895, 9.134631204427711, 249.9968216226708, 24.014689728962818, 253.5235588121118, 13.031701377403694, 253.96993885869566, 10.824059848297342, 254.05973408385094, 10.311269377313572, 254.081424689441, 10.183581223797871, 250.78353066770185, 22.300002187217686, 253.58816964285714, 13.09268203140858, 253.94060559006212, 11.341397413257091, 254.01094235248448, 10.952603884763525, 254.02780473602485, 10.859246612441504, 250.18895574534162, 23.88204772072525, 253.4802261257764, 13.499701554791217, 253.91988548136646, 11.313624285544538, 254.01118497670808, 10.794359315178369, 254.0323418090062, 10.670261069075812]"
AQ822S003-Q11@4.jpg,"[240.65251358695653, 35.96085127776207, 252.53120147515529, 13.521884825994167, 253.89785520186336, 9.336969927872877, 254.10195069875778, 8.466451083141125, 254.147224378882, 8.258237233378543, 241.8884899068323, 33.382174181391505, 252.95254270186336, 12.071481721044007, 254.0447399068323, 8.573935018110058, 254.20829289596273, 7.880144734316571, 254.2442498059006, 7.716935919805997, 243.3725009704969, 30.769767320439676, 253.2743594720497, 11.11199596672752, 254.107288431677, 8.413444213890905, 254.22763004658384, 7.934239950944219, 254.25400329968943, 7.828237006481568, 242.2870001940994, 32.82152754944474, 252.9988354037267, 11.776767556443412, 254.08506405279502, 8.338533879471617, 254.24458947981367, 7.6693852710059, 254.27901785714286, 7.512149344736926, 241.31405279503105, 34.865667684830214, 252.56626067546583, 13.197640821947036, 253.93361801242236, 9.046091617706999, 254.1399456521739, 8.199309014790678, 254.18400621118013, 7.999709599152263, 242.30294060559007, 33.388916816775584, 252.69215838509317, 13.56624650001384, 253.795661878882, 10.18546837993194, 253.9705939440994, 9.48316274134887, 254.01043284161491, 9.313917877749171, 243.38395283385094, 31.72079178188203, 252.85629367236024, 13.571807161066381, 253.72787267080744, 10.871771023133233, 253.8706570263975, 10.346769795500444, 253.90239227484471, 10.228494335594773, 241.92522321428572, 33.93394973950132, 252.64802503881987, 13.929350578256754, 253.74092585403727, 10.546054912640747, 253.92044351708074, 9.834297917255826, 253.96120438664596, 9.665003389225404]"
ARC22S00E-H11@10.jpg,"[254.4145477484472, 6.9250280237769335, 254.9395623059006, 2.2619187516041896, 254.9664208074534, 1.5139869878300152, 254.97219526397515, 1.3254604095467006, 254.97360248447205, 1.281316555451201, 254.49616653726707, 6.346822612663218, 254.94654988354037, 2.0880815743493857, 254.96858016304347, 1.4507834755448343, 254.97321428571428, 1.2939144449025968, 254.9744274068323, 1.2523759105638637, 254.57853746118013, 5.744705768548236, 254.95217876552795, 1.8627103993126477, 254.97379658385094, 1.3129130922549355, 254.97726611024845, 1.1900787049533623, 254.97804250776397, 1.162391137183085, 254.42599961180125, 6.752379632189293, 254.9503833462733, 1.8786425148341894, 254.97527659161491, 1.2561360154908492, 254.97944972826087, 1.1179644775114326, 254.98042022515529, 1.0842919493777277, 254.20970011645963, 8.091330983225252, 254.94157608695653, 1.9882669426424018, 254.97593167701862, 1.274737027437734, 254.98017760093168, 1.1302586411026023, 254.98124514751552, 1.0935087633147593, 254.40105784161491, 7.1311140847027294, 254.9470836568323, 1.9314709682801317, 254.975955939441, 1.3040262946931758, 254.97964382763976, 1.1802545508568347, 254.98054153726707, 1.1496015452967037, 254.58503979037266, 5.856369825693696, 254.95441090838509, 1.851648966203502, 254.97452445652175, 1.3545490940668345, 254.97784840838509, 1.2466645677833978, 254.97860054347825, 1.2217213309366188, 254.52474767080744, 6.1707372169973995, 254.9470836568323, 2.0625622841124462, 254.97110345496895, 1.4335584652275748, 254.97566479037266, 1.2972306842630235, 254.97678086180125, 1.261830460998837]"
ARC22S00I-Q11@12.1.jpg,"[243.44895186335404, 28.76817233653607, 253.47069099378882, 12.503257140393494, 254.07358792701862, 9.735613350438333, 254.1859229425466, 9.115567042807555, 254.21198078416148, 8.963254930718355, 245.26877911490683, 26.529993566554577, 253.5831230590062, 12.115853088804098, 254.068225931677, 9.83164542008845, 254.1615149456522, 9.317116590643016, 254.18325407608697, 9.193368485813988, 247.26773583074535, 24.201259354938482, 253.69870923913044, 11.635848402864026, 254.08200698757764, 9.761935798663002, 254.1557647515528, 9.368820414555191, 254.17274844720498, 9.276069670555223, 245.4940314440994, 25.942599182467802, 253.64351222826087, 11.825266817126801, 254.10027659161491, 9.612108407060708, 254.18740295031057, 9.109456817164242, 254.20758928571428, 8.989239742324061, 243.7725883152174, 27.79779361616992, 253.573005628882, 12.163848014368678, 254.1043041537267, 9.574161175768992, 254.2073951863354, 8.96412956377047, 254.23185170807454, 8.814830846049691, 245.60697302018633, 25.79695390625171, 253.6693759704969, 11.828855246345832, 254.11874029503105, 9.663928803512293, 254.2048961568323, 9.171426727878996, 254.22517954192546, 9.053658286803671, 247.40251358695653, 23.993762887503838, 253.72988645186336, 11.631282349019118, 254.1098117236025, 9.837774537210477, 254.1787170031056, 9.462848719332612, 254.19499708850933, 9.372494241215728, 245.3499611801242, 26.416364159697444, 253.59852969720498, 12.085774370378092, 254.08986801242236, 9.822336191506418, 254.18026979813664, 9.31844561361588, 254.20023777173913, 9.202107157976414]"
B1722S00K-Q11@9.jpg,"[254.14698175465838, 8.456653244441137, 254.98512713509317, 0.592474376153754, 254.9996360636646, 0.04646744172435023, 255.0, 0.0, 255.0, 0.0, 254.365367818323, 7.133349767933837, 254.9611315993789, 1.4296872216610816, 254.98313761645963, 0.8268014024478068, 254.987068128882, 0.7075545396980188, 254.98789305124222, 0.6831447067974085, 254.6489227484472, 5.270750529614328, 254.9501407220497, 1.8403668638906268, 254.96523194875778, 1.4689393576113088, 254.96756114130434, 1.4256076164346854, 254.96799786490683, 1.422277873474211, 254.6348262810559, 5.497601401991497, 254.95183909161491, 1.8423621645123154, 254.9722923136646, 1.2919997445892006, 254.9765625, 1.1643956128486053, 254.9775329968944, 1.1333711535325275, 254.55078125, 6.052019008166402, 254.95382861024845, 1.67646593753793, 254.9807113742236, 0.9542075621092433, 254.9853454968944, 0.7929771797791723, 254.98641304347825, 0.7572500142314097, 254.64967488354037, 5.238453769489207, 254.95780764751552, 1.4939352965569352, 254.9797894021739, 0.931856259939766, 254.9835258152174, 0.8142720467648271, 254.98442352484471, 0.7855819325828586, 254.68635966614906, 4.782955541124461, 254.96853163819875, 1.2221091183582955, 254.98126940993788, 1.0000186817023415, 254.9823126940994, 1.0129464015018605, 254.98243400621118, 1.0248665150888723, 254.43626261645963, 6.343031527509769, 254.97763004658384, 0.9611203371979304, 254.9915081521739, 0.5785333112684236, 254.99325504658384, 0.5222654331104515, 254.99349767080744, 0.5126566136957599]"
B1722S00L-S11@1.1.jpg,"[254.9127280667702, 2.6091612278827236, 254.99386160714286, 0.7188039573759611, 254.99660326086956, 0.4935906274483894, 254.99699145962734, 0.43862507680432067, 254.99713703416148, 0.41806494006294925, 254.92024941770185, 2.5485429813017406, 254.9905861801242, 0.8965885384748898, 254.99369177018633, 0.6648834984304133, 254.99454095496895, 0.6107810306983095, 254.9947593167702, 0.5953541180864667, 254.9149116847826, 2.5781580921014373, 254.98956715838509, 0.8481848579946274, 254.99347340838509, 0.649579645396693, 254.99422554347825, 0.6186914866489424, 254.99439538043478, 0.6105810614893546, 254.89387616459626, 2.905805684428775, 254.99201766304347, 0.6533621725888363, 254.9969429347826, 0.3791058485625992, 254.9974524456522, 0.32474953420573965, 254.99757375776397, 0.3143098744862207, 254.90666246118013, 2.731808880133044, 254.99638489906832, 0.37417291522269164, 254.99934491459626, 0.09563735720380132, 254.9998059006211, 0.034829347444985816, 254.99990295031057, 0.019702521136183426, 254.9501407220497, 1.8784552737411002, 254.9990295031056, 0.19702521136183426, 254.9996360636646, 0.07388445426068785, 254.9998059006211, 0.039405042272366846, 254.99985442546583, 0.02955378170427514, 254.9676581909938, 1.6186861360620985, 254.99849572981367, 0.2774133033902927, 254.99917507763976, 0.16747142965755912, 254.9993206521739, 0.13791764795328396, 254.99936917701862, 0.12806638738519224, 254.9494613742236, 1.9858640580190685, 254.9969429347826, 0.47475104852855743, 254.9984229425466, 0.3152786978210334, 254.9986413043478, 0.2758352959065679, 254.9986655667702, 0.2709096656225221]"
BE922S009-G11@8.jpg,"[244.69441479037266, 35.52378770995507, 251.21884704968943, 20.727564715696257, 252.39232336956522, 17.13781152675242, 252.64084336180125, 16.260136593197, 252.70140236801242, 16.041957009022518, 245.25904988354037, 34.057782212315324, 251.4857336956522, 19.836895342118815, 252.4741847826087, 16.630842774815655, 252.69230395962734, 15.856785320276073, 252.74529309006212, 15.667016556291856, 245.9823612189441, 32.485458769406456, 251.69516692546583, 19.129845576510597, 252.53981463509317, 16.334260063712524, 252.72369953416148, 15.702087395646723, 252.76742041925465, 15.553281440613054, 245.3856269409938, 34.07339839519656, 251.4358501552795, 19.9278653460635, 252.44417216614906, 16.594129633685263, 252.66617333074535, 15.78778240120352, 252.7205211568323, 15.586238943698785, 244.86772127329192, 35.63282060298027, 251.11548913043478, 21.131538800070572, 252.29146447981367, 17.41295011329214, 252.54794254658384, 16.483843069357597, 252.60978746118013, 16.25477504775502, 245.40120341614906, 34.54782771117608, 251.28903823757764, 20.99448574884363, 252.29988354037266, 17.88600695906868, 252.5126892468944, 17.146648489816425, 252.56303377329192, 16.964258302098532, 246.0298427795031, 33.0603777884828, 251.53054638975155, 20.482005683645962, 252.35702154503105, 17.905744032316992, 252.5281929347826, 17.32374587082533, 252.5695846273292, 17.18304391083696, 245.3285617236025, 34.281548797489485, 251.39040663819875, 20.66469979726776, 252.36905570652175, 17.67961924551939, 252.5732967779503, 16.968196875982244, 252.6221855590062, 16.79350915000072]"
BE922S009-Q11@8.jpg,"[233.1959918478261, 46.423823718260834, 248.44223117236024, 29.065708704029944, 250.28653920807454, 25.163178621265526, 250.66682841614906, 24.236896196164736, 250.75861315993788, 24.00582300401231, 235.05032026397515, 44.48119227626704, 248.92658190993788, 28.078436194281725, 250.46122864906832, 24.83321014236568, 250.77101125776397, 24.08062951591252, 250.84501164596273, 23.895822526127343, 237.2147224378882, 42.35405261786238, 249.31999708850933, 27.385448599433744, 250.5615295031056, 24.683465823967683, 250.80963703416148, 24.080851985768525, 250.8679153726708, 23.938126345579715, 235.2782657220497, 44.31722618293854, 248.951305318323, 28.1110504009223, 250.4411636257764, 24.846766083079693, 250.7440799689441, 24.0855316267267, 250.81674592391303, 23.89772568152664, 233.53537461180125, 46.053883347501625, 248.54988354037266, 29.03461998365284, 250.28908676242236, 25.21450701125248, 250.64836471273293, 24.287924152779013, 250.73493303571428, 24.055450963659013, 235.53367624223603, 44.2615543288921, 248.87490295031057, 28.64120355944821, 250.30075698757764, 25.455101545484847, 250.60190217391303, 24.7020109344932, 250.67311238354037, 24.520467372098423, 237.5314926242236, 42.454404182097, 249.14724864130434, 28.20264013902309, 250.34212441770185, 25.58582101069257, 250.58909161490683, 25.00576838322922, 250.6470302795031, 24.869045116381848, 235.28852872670808, 44.53098263687364, 248.8005386257764, 28.716035005572216, 250.29008152173913, 25.52803660269205, 250.59763198757764, 24.786064997749065, 250.6717536878882, 24.60407574717165]"
BI722S030-A11@10.jpg,"[255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
BI722S030-I11@8.jpg,"[254.98915469720498, 0.8161818178825515, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99995147515529, 0.009851260568091711, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99871409161491, 0.2610584050544305, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99522030279502, 0.690792834284169, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99844720496895, 0.19739057509959926, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
BI722S032-K11@7.jpg,"[254.607555318323, 5.822109799823625, 254.99031929347825, 0.6628876714626246, 254.99949048913044, 0.10343823596496297, 254.99990295031057, 0.019702521136183423, 255.0, 0.0, 254.69385675465838, 4.869006818673417, 254.9944439052795, 0.4670771821628319, 254.9989081909938, 0.15769524682864922, 254.99934491459626, 0.09563735720380132, 254.99946622670808, 0.07942257172704385, 254.81562985248448, 3.488362318148769, 254.99587538819875, 0.3700927238185748, 254.9988354037267, 0.1694855503872067, 254.99910229037266, 0.13262522508408842, 254.99917507763976, 0.12343468210084065, 254.79471564440993, 3.714689112761388, 254.99471079192546, 0.38315558772144764, 254.99978163819875, 0.04433067255641271, 255.0, 0.0, 255.0, 0.0, 254.75725446428572, 4.054188017620788, 254.99626358695653, 0.3390300817927897, 254.9998059006211, 0.03940504227236684, 255.0, 0.0, 255.0, 0.0, 254.82846467391303, 3.317075553582935, 254.9977435947205, 0.2587178616314306, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.8602241847826, 3.102605125979393, 254.99747670807454, 0.42428858918300216, 254.9989081909938, 0.22165336278206355, 254.99919934006212, 0.16254579937351332, 254.9992721273292, 0.1477689085213757, 254.76424204192546, 4.217098796719314, 254.9940799689441, 0.5955514823582672, 254.9986655667702, 0.26124397292059015, 254.99900524068323, 0.2019508416458801, 254.9990780279503, 0.1871739507937425]"
BI722S039-K11@8.jpg,"[254.53743691770185, 5.267850446046611, 254.9892517468944, 0.650270162364374, 254.9984229425466, 0.22791085793151789, 254.99910229037266, 0.15953205061468248, 254.99924786490683, 0.14318233545801506, 254.67105007763976, 4.291308250203967, 254.98990683229815, 0.620593965650462, 254.9979862189441, 0.2423536036868863, 254.99871409161491, 0.20122705921142853, 254.998786878882, 0.19316866704311847, 254.76210694875778, 3.647766837083129, 254.9887664984472, 0.7826392754401588, 254.994274068323, 0.5694798291583568, 254.9949291537267, 0.5554453273485628, 254.99502620341616, 0.5550529370252331, 254.67929930124222, 4.200891659603866, 254.98684976708074, 0.855920996061198, 254.99480784161491, 0.5176637507906157, 254.99570555124222, 0.45418601369819783, 254.99587538819875, 0.4397209271670718, 254.53569002329192, 5.240511750934103, 254.98886354813664, 0.6156893522777686, 254.99919934006212, 0.11624770190555271, 254.99968458850933, 0.048511395409075224, 254.99983016304347, 0.02996132144511305, 254.67990586180125, 4.161010000288926, 254.9920661878882, 0.6277966475797166, 254.99667604813664, 0.3936407536814714, 254.99711277173913, 0.344258038602998, 254.9972583462733, 0.32750061463988306, 254.76130628881987, 3.617474959045855, 254.99257569875778, 0.6585654612167164, 254.99580260093168, 0.49346156392456225, 254.99606948757764, 0.46341721353982634, 254.99611801242236, 0.45809920714687563, 254.67726125776397, 4.290784762870137, 254.99070749223603, 0.6803774358399002, 254.99684588509317, 0.3906413805590971, 254.99752523291926, 0.33573365904182206, 254.9976708074534, 0.3211072560580604]"
BI722S03A-C11@9.1.jpg,"[254.36323272515529, 6.383783687520536, 254.99165372670808, 0.5758872964664643, 254.9995632763975, 0.08866134511282543, 254.99992721273293, 0.014776890852137566, 255.0, 0.0, 254.55337732919256, 5.089095012884832, 254.99429833074535, 0.42066835165688765, 254.99992721273293, 0.01477689085213757, 255.0, 0.0, 255.0, 0.0, 254.7125873447205, 3.9486750792809295, 254.99594817546583, 0.282114498886391, 254.99973311335404, 0.03971128586352193, 254.99992721273293, 0.01101393725308952, 254.99995147515529, 0.009851260568091711, 254.62815411490683, 4.455730011903943, 254.99614227484471, 0.4571716161248056, 254.9986413043478, 0.2122008714561415, 254.9991508152174, 0.14980660722556532, 254.9992721273292, 0.13381008147086096, 254.50327542701862, 5.258292488317463, 254.99827736801242, 0.18723309763392362, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.61672651397515, 4.573291470522228, 254.9982288431677, 0.16148983571959713, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.6796875, 4.437648263135857, 254.99446816770185, 0.5326750329768526, 254.998180318323, 0.30827357516285353, 254.9983986801242, 0.2652516929623182, 254.99844720496895, 0.255751988283222, 254.52707686335404, 5.511065287331922, 254.99119274068323, 0.6290976498054818, 254.99898097826087, 0.20687647192992595, 254.99936917701862, 0.1280663873851922, 254.99949048913044, 0.10343823596496297]"
BI722S03F-Q11@3.1.jpg,"[254.5349136257764, 5.302005434625398, 254.99505046583852, 0.5337727890313837, 254.99900524068323, 0.1498057112967711, 254.99970885093168, 0.05910756340855028, 254.99978163819875, 0.04433067255641271, 254.62422360248448, 4.825557463339288, 254.9908288043478, 0.7692050250334882, 254.99587538819875, 0.5424814935159564, 254.99640916149067, 0.5158932827346422, 254.99643342391303, 0.5125671187992324, 254.69841809006212, 4.202232407010576, 254.990974378882, 0.8191859773535108, 254.993400621118, 0.7713732034533125, 254.99337635869566, 0.7944451177254064, 254.99337635869566, 0.8012871739519152, 254.54216809006212, 5.3172515101663995, 254.99422554347825, 0.5873072251980992, 254.99689440993788, 0.4484705527421235, 254.9970642468944, 0.4246574699183211, 254.99711277173913, 0.4177454583238898, 254.43162849378882, 6.130644758163941, 254.99854425465838, 0.20581562196901906, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.65035423136646, 4.374873153740732, 254.99985442546583, 0.01842966958733883, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.78714576863354, 3.217149242504868, 254.9995632763975, 0.08866134511282539, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.673088121118, 4.174240239104166, 254.99876261645963, 0.21157182736988492, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
BL522S00X-K11@4.jpg,"[254.25706036490683, 9.789773258759592, 254.82480104813664, 4.515624532196548, 254.89969914596273, 3.2451190514269346, 254.91374708850933, 2.940485840858689, 254.91697399068323, 2.8636348961456126, 254.4180900621118, 8.366315303397545, 254.8869613742236, 3.4309556317493954, 254.93281735248448, 2.5953337474217735, 254.9412121506211, 2.408650125090983, 254.94308035714286, 2.3664363553288803, 254.58962538819875, 6.510787683909336, 254.92580551242236, 2.7142702583117897, 254.9509899068323, 2.2050427873393996, 254.95533288043478, 2.107071610634719, 254.956424689441, 2.085328786001343, 254.55757472826087, 6.680189841259152, 254.92680027173913, 2.6456419820125894, 254.95669157608697, 2.0068405826589686, 254.96183520962734, 1.8683822576998566, 254.96312111801242, 1.8339974864654214, 254.44984957298138, 7.696028286999548, 254.89817061335404, 3.3002918054576007, 254.94140625, 2.428987045878341, 254.9501892468944, 2.220141002403242, 254.95217876552795, 2.170674781459158, 254.4664208074534, 7.947047197634504, 254.86764848602485, 4.138467986714292, 254.9055706521739, 3.5213567612333807, 254.91299495341616, 3.3846552134293395, 254.9149116847826, 3.349739387106513, 254.4834530279503, 8.104846474087184, 254.8430221273292, 4.6720795870777545, 254.8791003493789, 4.26205860609011, 254.88499611801242, 4.199048578830237, 254.88620923913044, 4.185858006765499, 254.35573563664596, 9.09165262319207, 254.8178134704969, 4.943574672762179, 254.87126358695653, 4.161210947279402, 254.8823272515528, 3.98546249216409, 254.88475349378882, 3.947074954472269]"
BL522S015-K11@10.jpg,"[247.58627717391303, 29.62711012021504, 253.01140333850933, 13.251489208280056, 254.02790178571428, 9.633601959171102, 254.17689732142858, 8.841874638788093, 254.21151979813664, 8.644618253437628, 248.20387713509317, 27.75012844646783, 253.34690411490683, 12.261337648710349, 254.1005920031056, 9.494792298048056, 254.21380046583852, 8.913996631402672, 254.24002814440993, 8.771823386240413, 248.9965304736025, 25.30062192735871, 253.66190314440993, 11.106610372710888, 254.1930075698758, 9.039436577837185, 254.2738014363354, 8.631660312667218, 254.29231366459626, 8.535273172266779, 248.60556579968943, 26.31745007509473, 253.54818517080744, 11.157122112869795, 254.22758152173913, 8.584180916552594, 254.32560170807454, 8.05072118715392, 254.34792313664596, 7.9212826795363815, 248.134632181677, 27.811497175559495, 253.29466711956522, 12.001425603394056, 254.1680900621118, 8.73799846859854, 254.29275038819875, 8.031521015281298, 254.32111315993788, 7.8596188820134465, 248.5057987189441, 26.843018949015757, 253.4144992236025, 12.066268454471418, 254.0994274068323, 9.428741599513582, 254.2067886257764, 8.854802355831177, 254.23134219720498, 8.717284603456982, 248.892711568323, 25.77340451893727, 253.51797845496895, 11.975940593332647, 254.0629852484472, 9.901683926589483, 254.1475155279503, 9.49369364276508, 254.1666100543478, 9.39911093215446, 248.15275621118013, 27.90401374509641, 253.25812791149067, 12.681151244405351, 254.02028338509317, 9.880230751470412, 254.13727678571428, 9.275053793030372, 254.16384413819875, 9.129668571599952]"
BL522S015-Q11@10.jpg,"[237.37669836956522, 38.17985228449288, 251.4010093167702, 19.846758690098966, 252.670661878882, 16.21547452409981, 252.91032608695653, 15.365169246728907, 252.96676048136646, 15.155195192740118, 239.5291876940994, 35.82034031198044, 251.73689829192546, 18.905490703323316, 252.77659161490683, 15.761836273582121, 252.9766838121118, 15.034720260255598, 253.0246020962733, 14.852086008021027, 241.7419934006211, 33.493517452208344, 252.0227581521739, 17.984766628149334, 252.87917313664596, 15.293292937297263, 253.04660811335404, 14.690153111945536, 253.0857434006211, 14.545235733438618, 239.66995826863354, 35.78385412298398, 251.76395089285714, 18.556344969357845, 252.81951184006212, 15.378742939168633, 253.0247719332298, 14.649353055016341, 253.0728600543478, 14.469987446963298, 237.75211083074535, 38.053642210314585, 251.36265042701862, 19.591106240149234, 252.680900621118, 15.830535743360075, 252.93854328416148, 14.961393552204344, 252.99876261645963, 14.748186323327275, 239.65413916925465, 36.337191253766086, 251.5813033773292, 19.271642236635145, 252.69016886645963, 16.07715005504059, 252.9066867236025, 15.351210826629542, 252.95657026397515, 15.173783249313905, 241.64091614906832, 34.16649552862065, 251.83943128881987, 18.785670880272264, 252.73551533385094, 16.167792426703993, 252.90433326863354, 15.598034018074014, 252.9430560947205, 15.46138823713095, 239.44244953416148, 36.19575531859549, 251.60743400621118, 19.3832758085664, 252.688713121118, 16.277682009812587, 252.8956230590062, 15.563949808368651, 252.9430560947205, 15.390005674673947]"
